state,district,year_month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
Uttar Pradesh,Kaushambi,2025-11,1076.0,580.0,16.0,1104.0,11738.0,6188.0,3194.0
Uttarakhand,Garhwal,2025-11,9.0,0.0,0.0,9.0,88.0,6.0,75.0
West Bengal,Birbhum,2025-11,3418.0,472.0,1.0,2016.0,27153.0,4505.0,9060.0
West Bengal,Cooch Behar,2025-11,1317.0,546.0,6.0,2065.0,23457.0,1478.0,2439.0
Jammu and Kashmir,Udhampur,2025-11,827.0,127.0,3.0,115.0,2155.0,3002.0,1977.0
Jharkhand,Ramgarh,2025-11,632.0,296.0,6.0,383.0,5599.0,1384.0,2126.0
Jharkhand,Sahibganj,2025-11,65.0,67.0,0.0,39.0,586.0,86.0,236.0
Jharkhand,West Singhbhum,2025-11,1189.0,691.0,8.0,792.0,10504.0,2832.0,5958.0
Karnataka,Dharwad,2025-11,1341.0,94.0,9.0,1056.0,5585.0,3105.0,3866.0
Karnataka,Kodagu,2025-11,300.0,18.0,20.0,187.0,1918.0,615.0,887.0
Karnataka,Koppal,2025-11,1447.0,140.0,15.0,828.0,4601.0,2296.0,2497.0
Karnataka,Vijayapura,2025-11,999.0,148.0,19.0,928.0,3642.0,3212.0,1257.0
Arunachal Pradesh,Kamle,2025-11,0.0,5.0,2.0,10.0,50.0,8.0,12.0
Arunachal Pradesh,Lohit,2025-11,17.0,11.0,1.0,55.0,363.0,317.0,100.0
Bihar,Samstipur,2025-11,16.0,18.0,0.0,1.0,144.0,3.0,43.0
Delhi,Najafgarh,2025-11,8.0,3.0,0.0,8.0,36.0,4.0,51.0
Delhi,New Delhi,2025-11,36.0,13.0,3.0,68.0,459.0,217.0,144.0
Delhi,North West Delhi,2025-11,2820.0,620.0,73.0,2435.0,20566.0,9554.0,11471.0
Gujarat,Ahmedabad,2025-11,3702.0,1499.0,168.0,4309.0,33384.0,14289.0,19637.0
Gujarat,Bhavnagar,2025-11,1846.0,213.0,73.0,1202.0,9219.0,5207.0,5658.0
Gujarat,Mahisagar,2025-11,405.0,51.0,12.0,172.0,1251.0,1315.0,903.0
Haryana,Bhiwani,2025-11,963.0,34.0,7.0,629.0,4962.0,3728.0,4634.0
Haryana,Hisar,2025-11,1324.0,88.0,5.0,842.0,6834.0,6598.0,6205.0
Haryana,Karnal,2025-11,943.0,45.0,4.0,859.0,4734.0,3732.0,6258.0
Haryana,Kurukshetra,2025-11,704.0,22.0,0.0,396.0,3347.0,2408.0,4603.0
Nagaland,Zunheboto,2025-11,17.0,81.0,9.0,49.0,446.0,162.0,424.0
Odisha,Gajapati,2025-11,361.0,53.0,9.0,690.0,2802.0,4038.0,1912.0
Odisha,Jagatsinghapur,2025-11,506.0,64.0,14.0,497.0,1636.0,4901.0,1566.0
Odisha,Nuapada,2025-11,258.0,62.0,2.0,511.0,2115.0,2049.0,1116.0
Orissa,Baleshwar,2025-11,66.0,6.0,0.0,76.0,425.0,201.0,367.0
Punjab,Jalandhar,2025-11,870.0,204.0,28.0,504.0,8880.0,5058.0,6534.0
Rajasthan,Jodhpur,2025-11,2303.0,1211.0,498.0,1457.0,12874.0,8683.0,10917.0
Rajasthan,Pali,2025-11,1596.0,680.0,61.0,876.0,7825.0,5545.0,10116.0
Rajasthan,Tonk,2025-11,992.0,368.0,17.0,766.0,6621.0,3951.0,4477.0
Uttar Pradesh,Banda,2025-10,548.0,655.0,14.0,566.0,7034.0,3654.0,1960.0
Uttar Pradesh,Budaun,2025-10,770.0,855.0,61.0,1260.0,12409.0,4502.0,2007.0
Uttar Pradesh,Deoria,2025-10,723.0,915.0,28.0,1584.0,11212.0,4614.0,3629.0
Uttar Pradesh,Kaushambi,2025-10,689.0,486.0,2.0,595.0,4750.0,3658.0,1811.0
Maharashtra,Sindhudurg,2025-10,211.0,7.0,3.0,192.0,5134.0,2767.0,2914.0
Meghalaya,South West Garo Hills,2025-10,88.0,76.0,42.0,110.0,764.0,672.0,182.0
Mizoram,Kolasib,2025-10,41.0,11.0,3.0,83.0,337.0,445.0,93.0
Odisha,Gajapati,2025-10,281.0,49.0,2.0,631.0,2077.0,4538.0,1980.0
Odisha,Jagatsinghapur,2025-10,1128.0,73.0,9.0,387.0,1217.0,3672.0,1509.0
Odisha,Nuapada,2025-10,319.0,76.0,0.0,633.0,2293.0,2629.0,1814.0
Orissa,Baleshwar,2025-10,86.0,11.0,0.0,40.0,337.0,141.0,369.0
Punjab,Jalandhar,2025-10,770.0,179.0,21.0,280.0,6411.0,1952.0,4766.0
Rajasthan,Jodhpur,2025-10,1505.0,702.0,9.0,718.0,6479.0,4430.0,4236.0
Rajasthan,Pali,2025-10,887.0,411.0,7.0,353.0,3347.0,2598.0,3865.0
Rajasthan,Tonk,2025-10,535.0,187.0,17.0,331.0,2857.0,1398.0,1532.0
Karnataka,Dharwad,2025-10,986.0,104.0,7.0,659.0,3598.0,2528.0,2853.0
Karnataka,Kodagu,2025-10,230.0,27.0,9.0,205.0,1652.0,470.0,627.0
Karnataka,Koppal,2025-10,793.0,136.0,9.0,558.0,2856.0,1860.0,1889.0
Karnataka,Vijayapura,2025-10,735.0,152.0,17.0,630.0,2489.0,2079.0,1019.0
Madhya Pradesh,Datia,2025-10,378.0,138.0,2.0,309.0,2109.0,591.0,792.0
Madhya Pradesh,Shahdol,2025-10,766.0,168.0,5.0,433.0,2967.0,1755.0,2263.0
Madhya Pradesh,Umaria,2025-10,803.0,157.0,0.0,212.0,1844.0,1123.0,1213.0
Assam,Nagaon,2025-10,1261.0,513.0,57.0,869.0,13172.0,5802.0,12436.0
Assam,Sibsagar,2025-10,314.0,95.0,190.0,150.0,2287.0,685.0,498.0
Bihar,Aurangabad(bh),2025-10,7.0,13.0,0.0,4.0,104.0,5.0,24.0
Bihar,Begusarai,2025-10,1526.0,969.0,23.0,1376.0,13140.0,2957.0,3422.0
Bihar,Bhagalpur,2025-10,1281.0,1106.0,61.0,1514.0,16343.0,3532.0,4330.0
Bihar,Purnia,2025-10,3070.0,1471.0,24.0,1304.0,20848.0,3866.0,7553.0
Bihar,Samstipur,2025-10,11.0,5.0,0.0,2.0,75.0,1.0,25.0
Bihar,West Champaran,2025-10,1305.0,2492.0,149.0,2197.0,35208.0,3730.0,5318.0
Delhi,Najafgarh,2025-10,3.0,0.0,0.0,0.0,31.0,1.0,26.0
Delhi,New Delhi,2025-10,22.0,3.0,3.0,30.0,278.0,111.0,97.0
Delhi,North West Delhi,2025-10,1657.0,409.0,37.0,1081.0,9489.0,5754.0,7655.0
Andhra Pradesh,Guntur,2025-10,1514.0,219.0,1.0,3160.0,13539.0,17165.0,8852.0
Andhra Pradesh,K.V.Rangareddy,2025-10,11.0,6.0,0.0,7.0,85.0,52.0,164.0
Assam,South Salmara Mankachar,2025-10,207.0,48.0,0.0,100.0,1362.0,379.0,552.0
Gujarat,Ahmedabad,2025-10,1587.0,744.0,77.0,1935.0,13117.0,3998.0,6087.0
Gujarat,Bhavnagar,2025-10,694.0,89.0,87.0,485.0,3762.0,1374.0,2002.0
Gujarat,Mahisagar,2025-10,187.0,30.0,22.0,69.0,624.0,495.0,407.0
Haryana,Bhiwani,2025-10,715.0,34.0,7.0,329.0,3300.0,2455.0,3379.0
Haryana,Hisar,2025-10,1096.0,56.0,1.0,500.0,4546.0,4066.0,4466.0
Haryana,Karnal,2025-10,781.0,35.0,0.0,436.0,2639.0,2148.0,3339.0
Haryana,Kurukshetra,2025-10,499.0,15.0,0.0,231.0,1969.0,1193.0,2558.0
Jammu and Kashmir,Udhampur,2025-10,343.0,72.0,4.0,96.0,1440.0,1959.0,1149.0
Jharkhand,Ramgarh,2025-10,391.0,223.0,1.0,237.0,2553.0,736.0,1026.0
Jharkhand,Sahibganj,2025-10,52.0,35.0,0.0,15.0,228.0,71.0,111.0
Jharkhand,West Singhbhum,2025-10,811.0,503.0,8.0,533.0,6779.0,2275.0,3658.0
Nagaland,Longleng,2025-10,6.0,17.0,0.0,75.0,154.0,50.0,69.0
Nagaland,Zunheboto,2025-10,31.0,129.0,3.0,26.0,275.0,204.0,357.0
Uttar Pradesh,Agra,2025-03,280.0,494.0,132.0,3075.0,31323.0,15175.0,9350.0
Maharashtra,Thane,2025-03,19.0,13.0,15.0,6005.0,69162.0,13203.0,38556.0
Gujarat,Kachchh,2025-03,33.0,13.0,10.0,2113.0,10502.0,9380.0,6902.0
Assam,Sonitpur,2025-03,10.0,28.0,43.0,802.0,9796.0,1830.0,1158.0
Assam,Dhubri,2025-03,89.0,229.0,98.0,1070.0,10824.0,6765.0,1655.0
Delhi,West Delhi,2025-03,146.0,87.0,75.0,4328.0,45156.0,8635.0,15644.0
Jharkhand,Ranchi,2025-04,552.0,481.0,87.0,606.0,5520.0,12941.0,20668.0
Telangana,K.v. Rangareddy,2025-04,159.0,25.0,28.0,655.0,4011.0,9527.0,13014.0
Madhya Pradesh,Ashok Nagar,2025-04,342.0,139.0,50.0,744.0,4620.0,8644.0,3800.0
Punjab,Ludhiana,2025-04,1841.0,734.0,184.0,616.0,6314.0,10346.0,14080.0
Madhya Pradesh,Chhatarpur,2025-04,555.0,255.0,40.0,510.0,2342.0,14269.0,9000.0
Uttarakhand,Dehradun,2025-05,477.0,135.0,12.0,907.0,9290.0,3758.0,6884.0
Maharashtra,Mumbai Suburban,2025-05,882.0,457.0,230.0,1233.0,7982.0,8945.0,8965.0
Delhi,South Delhi,2025-06,619.0,249.0,43.0,2237.0,20233.0,7921.0,12745.0
Delhi,North Delhi,2025-06,332.0,244.0,22.0,1040.0,9044.0,2509.0,4293.0
Haryana,Faridabad,2025-06,1698.0,483.0,83.0,2670.0,19819.0,4416.0,6988.0
Mizoram,Lawngtlai,2025-06,119.0,43.0,11.0,58.0,930.0,677.0,551.0
Madhya Pradesh,Betul,2025-07,713.0,212.0,43.0,1428.0,3146.0,11877.0,15060.0
Karnataka,Bidar,2025-07,107.0,52.0,10.0,309.0,1778.0,5568.0,5477.0
Haryana,Sirsa,2025-09,811.0,66.0,0.0,398.0,3670.0,3911.0,3541.0
Jammu and Kashmir,Ganderbal,2025-09,246.0,27.0,0.0,107.0,661.0,398.0,385.0
Jammu and Kashmir,Ramban,2025-09,204.0,132.0,0.0,121.0,663.0,801.0,303.0
Jammu and Kashmir,Reasi,2025-09,242.0,113.0,0.0,80.0,646.0,759.0,502.0
Karnataka,Bangalore,2025-09,1661.0,354.0,1.0,695.0,8882.0,3534.0,12288.0
Karnataka,Hasan,2025-09,266.0,12.0,0.0,78.0,1804.0,163.0,843.0
Karnataka,Shimoga,2025-09,648.0,58.0,0.0,198.0,3022.0,634.0,2231.0
Kerala,Kasargod,2025-09,64.0,13.0,0.0,3.0,316.0,32.0,351.0
Kerala,Malappuram,2025-09,2367.0,1187.0,31.0,1761.0,17319.0,7796.0,9422.0
Assam,Majuli,2025-09,101.0,64.0,0.0,68.0,799.0,279.0,74.0
Bihar,Jamui,2025-09,1014.0,1266.0,21.0,959.0,15680.0,2379.0,2978.0
Bihar,Jehanabad,2025-09,235.0,1054.0,9.0,819.0,13437.0,999.0,1561.0
Bihar,Katihar,2025-09,3631.0,1724.0,6.0,1969.0,40685.0,6598.0,12924.0
Bihar,Nalanda,2025-09,912.0,2759.0,16.0,2206.0,61005.0,3434.0,5390.0
Bihar,Saharsa,2025-09,1673.0,1812.0,39.0,1281.0,22698.0,3302.0,8873.0
Bihar,Saran,2025-09,1970.0,4355.0,44.0,2702.0,33025.0,4302.0,6750.0
Chhattisgarh,Gariyaband,2025-09,446.0,75.0,2.0,291.0,4131.0,614.0,3353.0
Chhattisgarh,Uttar Bastar Kanker,2025-09,207.0,46.0,0.0,150.0,1962.0,313.0,1994.0
Gujarat,Amreli,2025-09,893.0,226.0,35.0,344.0,4610.0,2578.0,3380.0
Gujarat,Arvalli,2025-09,490.0,98.0,4.0,264.0,1245.0,1823.0,1038.0
Andhra Pradesh,Khammam,2025-09,340.0,119.0,0.0,652.0,4545.0,1992.0,2699.0
Andhra Pradesh,Parvathipuram Manyam,2025-09,162.0,11.0,4.0,96.0,848.0,149.0,432.0
West Bengal,Darjeeling,2025-09,896.0,450.0,56.0,509.0,8955.0,1443.0,2244.0
Delhi,Shahdara,2025-09,121.0,55.0,8.0,240.0,1503.0,143.0,342.0
Telangana,Hanumakonda,2025-09,333.0,34.0,0.0,246.0,4085.0,168.0,1330.0
Telangana,Kamareddy,2025-09,680.0,65.0,0.0,380.0,3482.0,808.0,921.0
Telangana,Karimnagar,2025-09,1866.0,288.0,1.0,1089.0,13977.0,4797.0,8567.0
Telangana,Nirmal,2025-09,531.0,41.0,0.0,627.0,6161.0,876.0,1035.0
Uttar Pradesh,Chandauli,2025-09,1329.0,1488.0,22.0,3583.0,16975.0,8396.0,2672.0
Uttar Pradesh,Kushinagar,2025-09,1561.0,2351.0,6.0,4114.0,18885.0,9413.0,5574.0
Madhya Pradesh,Indore,2025-09,3434.0,1158.0,139.0,1801.0,11876.0,8287.0,10396.0
Madhya Pradesh,Mandla,2025-09,1298.0,117.0,0.0,588.0,4284.0,2000.0,2223.0
Madhya Pradesh,Ratlam,2025-09,1847.0,637.0,6.0,737.0,4909.0,3284.0,4221.0
Madhya Pradesh,Sheopur,2025-09,676.0,718.0,50.0,447.0,3476.0,1670.0,1958.0
Maharashtra,Akola,2025-09,1261.0,241.0,0.0,556.0,3654.0,11958.0,8358.0
Mizoram,Mammit,2025-09,16.0,3.0,0.0,9.0,118.0,32.0,45.0
Odisha,Anugul,2025-09,63.0,12.0,0.0,21.0,352.0,84.0,271.0
Odisha,Bargarh,2025-09,1861.0,358.0,0.0,702.0,5803.0,4297.0,3496.0
Odisha,Dhenkanal,2025-09,1027.0,255.0,0.0,633.0,5287.0,3298.0,3298.0
Orissa,Dhenkanal,2025-09,36.0,11.0,0.0,10.0,201.0,41.0,178.0
Orissa,Puri,2025-09,71.0,16.0,0.0,25.0,502.0,103.0,349.0
Punjab,Kapurthala,2025-09,380.0,64.0,64.0,226.0,2805.0,1004.0,2421.0
Rajasthan,Ganganagar,2025-09,1464.0,551.0,9.0,841.0,6441.0,11746.0,4513.0
Sikkim,West,2025-09,39.0,54.0,2.0,67.0,785.0,63.0,126.0
Tamil Nadu,Tenkasi,2025-09,380.0,43.0,0.0,315.0,1311.0,707.0,285.0
Karnataka,Kalaburagi,2025-04,560.0,31.0,17.0,597.0,2029.0,4184.0,2891.0
Karnataka,Yadgir,2025-04,536.0,89.0,21.0,374.0,866.0,3666.0,3477.0
Madhya Pradesh,Khargone,2025-05,304.0,131.0,13.0,549.0,2794.0,12093.0,10083.0
Gujarat,Mahesana,2025-05,178.0,26.0,13.0,190.0,1532.0,5382.0,7238.0
Gujarat,Gir Somnath,2025-05,181.0,53.0,26.0,192.0,548.0,2737.0,1688.0
Uttar Pradesh,Shahjahanpur,2025-06,736.0,918.0,55.0,1044.0,19660.0,8689.0,3593.0
Assam,Cachar,2025-07,4026.0,1357.0,490.0,154.0,1628.0,4048.0,3312.0
Chhattisgarh,Durg,2025-07,385.0,94.0,16.0,1239.0,5414.0,5547.0,14448.0
Madhya Pradesh,Dewas,2025-07,544.0,292.0,13.0,1181.0,6716.0,11201.0,13182.0
Uttar Pradesh,Shrawasti,2025-12,259.0,385.0,9.0,820.0,13374.0,3642.0,3514.0
Chhattisgarh,Dakshin Bastar Dantewada,2025-12,304.0,37.0,0.0,444.0,1256.0,2140.0,2546.0
Pondicherry,Yanam,2025-11,6.0,0.0,0.0,0.0,54.0,0.0,22.0
Nagaland,Longleng,2025-11,3.0,18.0,9.0,18.0,170.0,25.0,76.0
Tamil Nadu,Tiruvallur,2025-10,1603.0,554.0,5.0,2341.0,10936.0,11004.0,6479.0
Tamil Nadu,Vellore,2025-10,1572.0,225.0,0.0,1792.0,8920.0,8251.0,7962.0
Tamil Nadu,Virudhunagar,2025-10,833.0,136.0,0.0,1015.0,4850.0,9000.0,4675.0
Telangana,Hyderabad,2025-10,3289.0,740.0,58.0,3069.0,16064.0,13578.0,6742.0
Telangana,Komaram Bheem,2025-10,201.0,43.0,0.0,712.0,3911.0,867.0,442.0
Telangana,Peddapalli,2025-10,120.0,16.0,1.0,186.0,1710.0,272.0,322.0
Telangana,Yadadri.,2025-10,309.0,40.0,0.0,549.0,4319.0,986.0,525.0
Tripura,South Tripura,2025-10,227.0,152.0,0.0,344.0,2764.0,1553.0,2605.0
Mizoram,Saitual,2025-11,0.0,2.0,1.0,3.0,19.0,2.0,6.0
West Bengal,Birbhum,2025-10,2952.0,460.0,0.0,1283.0,18073.0,3349.0,6191.0
West Bengal,Cooch Behar,2025-10,1823.0,714.0,3.0,1545.0,27858.0,1320.0,1894.0
Madhya Pradesh,Dindori,2025-10,447.0,50.0,0.0,255.0,1387.0,1279.0,770.0
Madhya Pradesh,Mandsaur,2025-10,1291.0,113.0,6.0,402.0,2956.0,1289.0,1812.0
Maharashtra,Bid,2025-10,112.0,22.0,0.0,27.0,3107.0,42.0,1617.0
Maharashtra,Osmanabad,2025-10,590.0,105.0,0.0,311.0,17052.0,2566.0,6290.0
Arunachal Pradesh,Lohit,2025-10,18.0,23.0,0.0,26.0,171.0,196.0,96.0
Arunachal Pradesh,West Siang,2025-10,27.0,16.0,0.0,59.0,287.0,300.0,106.0
Uttarakhand,Garhwal,2025-10,21.0,3.0,0.0,2.0,54.0,9.0,44.0
andhra pradesh,chittoor,2025-10,2.0,0.0,0.0,0.0,12.0,6.0,0.0
Mizoram,Khawzawl,2025-10,0.0,1.0,20.0,3.0,4.0,3.0,0.0
Orissa,Baleswar,2025-12,1.0,1.0,0.0,0.0,1.0,2.0,1.0
Sikkim,South,2025-09,45.0,58.0,1.0,54.0,953.0,76.0,156.0
West Bangal,Howrah,2025-09,2.0,1.0,0.0,1.0,10.0,1.0,5.0
Orissa,Kandhamal,2025-09,14.0,2.0,0.0,3.0,75.0,8.0,58.0
Odisha,NUAPADA,2025-09,19.0,2.0,0.0,0.0,67.0,10.0,64.0
Pondicherry,Yanam,2025-10,5.0,0.0,0.0,0.0,25.0,0.0,23.0
Maharashtra,Hingoli *,2025-09,1.0,0.0,0.0,0.0,2.0,0.0,2.0
Bihar,Aurangabad(BH),2025-09,0.0,1.0,0.0,0.0,8.0,0.0,1.0
Arunachal Pradesh,Kamle,2025-10,0.0,1.0,0.0,8.0,8.0,3.0,2.0
Karnataka,Bijapur(KAR),2025-11,2.0,0.0,0.0,0.0,1.0,2.0,5.0
Madhya Pradesh,Gwalior,2025-04,855.0,370.0,113.0,241.0,1547.0,10154.0,6546.0
Gujarat,Jamnagar,2025-05,410.0,77.0,67.0,129.0,1984.0,7695.0,6573.0
Haryana,Rohtak,2025-06,420.0,56.0,52.0,326.0,1776.0,2529.0,6054.0
Maharashtra,Buldhana,2025-07,1103.0,276.0,83.0,92.0,849.0,11124.0,17614.0
Maharashtra,Palghar,2025-07,584.0,607.0,26.0,277.0,2609.0,10490.0,9575.0
Uttar Pradesh,Aligarh,2025-07,3024.0,3256.0,128.0,1067.0,11142.0,20477.0,9025.0
